WORD,FREQ,FIC 1950-60,FIC 1970-80,FIC 1990-2000,NONFIC 1950-60,NONFIC 1970-80,NONFIC 1990-2000,TYPE_a,TYPE_adv,TYPE_advpro,TYPE_anum,TYPE_apro,TYPE_conj,TYPE_intj,TYPE_num,TYPE_part,TYPE_pr,TYPE_s,TYPE_spro,TYPE_v
и,35801.8,37546.0,39187.7,36514.7,36703.6,38352.1,35539.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
в,31374.2,23943.5,25005.7,26185.7,35295.3,33264.3,36372.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
не,18028.0,21154.3,22921.5,22349.1,16127.4,18796.9,16853.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
на,15863.801543715503,17159.313079945292,16403.607991571156,16657.204036283354,15248.300295056815,15960.400281894834,16673.90020268042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022053078609773926,0.9997794692139023,0.0,0.0,0.0
я,12684.4,17022.7,17090.5,18257.0,13881.5,16386.7,10447.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
быть,12160.7,12467.9,13492.8,12778.1,14458.2,15091.8,12646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
он,11791.1,19708.0,18587.1,16882.0,11721.6,12799.3,8811.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
с,11307.802971014491,11183.601117208587,10968.805712204006,11654.700061771291,11047.231947479637,11660.300829854175,11458.10369049384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003623188405797101,0.9996376811594203,0.0,0.0,0.0
а,8169.552493132035,10210.64188032542,10717.929332495914,9854.62747995614,5734.05923522676,7635.614217749314,7288.8200963222425,0.0,0.0,0.0,0.0,0.0,0.9965234726375416,0.0024068266355481,0.0,0.0007414970947900711,0.0,0.0003282036321201955,0.0,0.0
что,6862.056523791309,6831.639798597982,6956.4486559770185,7444.217326183044,6315.214811033596,8033.489243913504,7234.4428537852655,0.0,0.0,0.009863200983064915,0.0,0.0,0.679844727826108,0.0,0.0,0.00021972477437520851,0.0,0.0,0.3100723464164516,0.0
по,5786.7,4506.0,4616.7,4840.0,5059.6,5353.8,6656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
она,5592.4,8375.6,8348.8,9474.0,5302.7,4673.6,3733.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
этот,5414.0,5140.8,4817.3,4723.1,6032.0,6689.8,5919.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
к,5389.0,5698.6,5318.7,5363.7,5874.9,5954.7,5341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
но,5381.4,5698.3,6201.0,6256.6,5234.5,6324.1,5597.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
это,5311.651102113532,5605.66987254827,5728.070484568181,5573.263326226013,5112.783382674279,6226.234974922785,5424.735380788668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07558506761681108,0.0,0.0,0.924414932383189,0.0
они,4850.0,5869.7,5636.6,5358.9,4683.0,5658.6,4788.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
мы,4704.8,4525.6,4482.9,4194.8,5424.2,8155.8,5241.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
из,4314.1,3804.5,3846.3,4290.8,4634.1,4804.2,4774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
у,4306.1,5164.8,5315.6,5353.6,3849.9,4423.8,3873.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
который,4209.0,2800.6,2780.2,3296.8,4373.2,4813.4,4998.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
за,3904.1,4502.2,4400.6,4493.4,4066.3,3895.2,3999.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
свой,3825.5,3887.9,3824.5,3882.2,4648.9,4510.8,4273.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
весь,3778.1354407695353,4002.9394010993115,3972.6884626925385,3665.456454501058,4810.514437094333,4384.611836716119,4066.9298052663803,0.0,0.0,0.0,0.0,0.997838977467387,0.0,0.0,0.0,0.0,0.0,0.002161022532612992,0.0,0.0
год,3727.5,1225.1,1631.8,1469.0,5373.8,4550.0,5660.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
от,3672.5,3490.4,3551.8,3670.5,3375.5,3634.4,3665.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
как,3665.281523231774,3926.8219851489807,4050.014441914646,4135.162796966253,3483.7108017349938,3879.045543961682,3527.079875899252,0.0,0.0,0.3339067710927007,0.0,0.0,0.6645389107700665,0.0,0.0,0.0015543181372327103,0.0,0.0,0.0,0.0
так,3434.6195229528175,4193.5206545215515,4078.1405642023346,4071.9164760622016,2985.601505721743,3386.402854783532,3085.201094630481,0.0,0.0,0.9983169868260693,0.0,0.0,0.0,0.0,0.0,0.0016830131739307061,0.0,0.0,0.0,0.0
о,3338.814895207429,2533.0106169561527,2423.901115791871,2463.4296721250603,4438.8614704208085,4298.1148671681485,3910.087669654931,0.0,0.0,0.0,0.0,0.0,0.0,0.020469769715090708,0.0,0.0,0.9795302302849094,0.0,0.0,0.0
то,3324.813347402271,2514.85840771902,2669.1000414593695,3080.553607484769,3085.7541171211446,3668.4228956038783,3818.5357715394844,0.0,0.0,0.0,0.0,0.0,0.18136870666264696,0.0,0.0,0.02184705054768365,0.0,0.0,0.7967842427896694,0.0
для,3229.3,1784.3,1764.1,1846.3,3116.1,3394.8,3925.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ты,3171.2,5889.3,5881.9,6319.7,1294.2,1423.4,1204.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
же,3070.3475418994412,3723.0001225394344,3887.1815121057584,3634.692694569718,3177.2056259594838,3638.6680327868853,2895.9342059679057,0.0,0.0,0.0,0.0,0.0,0.02411545623836127,0.0,0.0,0.9758845437616388,0.0,0.0,0.0,0.0
тот,2967.1,2597.8,2589.0,2746.2,3291.0,3510.0,3201.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мочь,2912.3,2905.8,2883.4,2843.5,2447.5,3073.4,2823.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
вы,2906.4,5250.0,4505.1,3843.2,1246.7,2200.4,2155.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
все,2773.942708538889,3584.6611974067787,3821.6765507728505,3505.743801836164,2463.613680801662,3024.060530222141,2534.0110717614166,0.0,0.0,0.12214924026724551,0.0,0.0,0.0,0.0,0.0,0.0020297127392664843,0.0,0.0,0.8758210469934881,0.0
человек,2723.0,3236.6,2799.9,2476.3,3231.7,4119.7,2853.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
такой,2696.8,2580.3,2650.9,2644.7,2260.7,2910.2,2695.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
его,2577.9,2705.2,2531.3,2692.1,3354.8,2839.8,2604.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сказать,2396.6,5313.8,4686.2,3599.9,1632.2,2110.8,1436.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
или,2345.0,1459.9,1783.4,1850.9,1879.7,2293.2,2276.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
бы,2322.4,2829.3,3026.3,2821.8,2274.1,2801.2,2120.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
только,2292.2021394009676,2476.8055113696087,2306.071580193181,2344.235577179927,2369.20320690598,2626.8887642050518,2391.1121321368396,0.0,0.0,0.0,0.0,0.0,0.043587795417283165,0.0,0.0,0.9564122045827168,0.0,0.0,0.0,0.0
себя,2272.8,2664.4,2879.3,2912.8,2066.5,2431.8,1998.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
еще,2244.468108242716,2874.140613847252,3005.0870482307014,2753.1944532381367,2404.8537386043085,2604.611791408741,2165.3837468710203,0.0,0.9645139868847016,0.0,0.0,0.0,0.0,0.0,0.0,0.03548601311529841,0.0,0.0,0.0,0.0
уже,2179.2,2294.7,2548.3,2590.0,2066.5,2303.1,2256.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
до,2061.1,1764.1,1926.0,1896.6,1913.8,2125.2,2274.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
время,2015.7,1597.3,1590.1,1702.9,2030.9,2592.5,2350.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
если,1998.1,1782.2,1864.3,2021.5,1280.8,1879.0,2042.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сам,1986.3,2118.7,2340.1,2394.0,1801.2,2058.0,1947.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
один,1918.254086191986,1875.6444815123714,1839.7882649955236,1839.2240374077594,1949.7073647134168,2284.3580762136985,2098.4044211516493,0.0,0.0,0.0,0.19079705967137506,0.8092029403286249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
другой,1837.3,1564.0,1564.9,1507.5,2090.2,2205.1,1946.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
вот,1785.1,2814.6,2670.7,2176.5,1451.3,1665.9,1321.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
когда,1776.1334496829065,2032.2488385744232,1999.176025826183,2033.8822691065664,2013.2731498797757,2525.5839654072447,1773.7784311766175,0.0,0.0,0.06803991937466201,0.0,0.0,0.931960080625338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
говорить,1755.0,2595.2,2241.0,2047.9,1909.4,1993.1,1530.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
наш,1731.8,1299.2,1425.9,1235.6,2558.7,2956.4,2277.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мой,1720.3,1765.1,1930.4,2307.2,2802.1,2375.6,1706.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
знать,1713.8,2504.1,2591.9,2526.6,1561.0,1986.5,1215.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
стать,1591.223076923077,1847.7365205348106,1710.6001945525293,1668.6991846243448,1379.1426928733788,1847.77459556305,1836.4426688287908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.9807692307692308
при,1550.8,684.7,751.4,781.0,1085.1,1201.1,1612.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
чтобы,1479.7,1459.4,1451.2,1588.4,1561.0,2012.5,1585.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дело,1412.1,1399.0,1377.6,1433.1,1267.5,1757.6,1465.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
жизнь,1389.8,1109.9,1304.2,1347.1,1921.2,1927.0,1512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
кто,1374.8,1621.6,1732.3,1877.7,1162.2,1408.0,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
первый,1345.6,943.1,1024.6,1002.0,1692.9,1669.2,1721.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
очень,1286.8,1263.5,1199.9,1141.9,1491.3,1655.2,1483.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
два,1285.1,1254.5,1281.0,1339.7,1163.7,1330.6,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
день,1258.4,1277.8,1302.1,1274.9,1909.0,1798.1,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ее,1219.2,1329.0,1174.2,1587.9,1589.2,1191.2,1074.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
новый,1217.5,711.3,662.6,691.1,1479.5,1408.7,1696.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
рука,1200.6,2468.9,2037.5,2088.1,1105.9,965.9,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
во,1160.7858115584304,896.8096485483519,999.3489264548724,995.1107648725214,1519.5029556650247,1406.9017174082749,1344.7116122343184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006043067495105967,0.9939569325048941,0.0,0.0,0.0
со,1151.3,1223.8,1210.2,1263.1,1301.6,1289.5,1170.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
где,1129.2,1282.9,1345.8,1317.0,1446.9,1291.3,1125.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
под,1126.0,1405.5,1392.4,1411.6,1200.8,1042.6,1062.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
можно,1125.9,778.6,839.4,895.8,889.5,1166.2,1278.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ну,1114.6,2007.1,1862.0,1712.0,375.1,502.6,480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
какой,1091.7,1434.0,1474.8,1367.1,954.7,1200.7,920.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
там,1080.7654406779661,1361.3724016246088,1414.1349514563105,1386.8120188840076,1009.494250281849,1030.7329148225092,853.9885971574265,0.0,0.0,0.9560169491525423,0.0,0.0,0.0,0.0,0.0,0.04398305084745763,0.0,0.0,0.0,0.0
их,1076.0,665.4,640.9,767.3,1045.1,1128.4,1156.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
раз,1069.3254430485067,1140.2815334613679,1232.1275335946248,1260.1675850668137,1140.350117704359,1180.3596999328206,1061.7215940525587,0.0,0.004243281471004243,0.0,0.0,0.0,0.05408103835593644,0.0,0.0,0.0,0.0,0.9416756801730594,0.0,0.0
после,1068.4593589743588,762.0004587724737,742.1446873411286,897.4884504331087,1113.3618789440939,1395.9197001838495,1342.0851164161509,0.0,0.010897435897435899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989102564102564,0.0,0.0,0.0
работа,1058.3,661.5,583.8,546.5,1243.8,1278.5,1273.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
без,1018.8,1003.2,1169.5,1165.7,950.2,1162.9,1016.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
даже,1013.4965287420159,1105.3092372556534,1158.7054057202772,1216.3724629482974,912.7362292633068,1095.1964272329794,1058.8262056785761,0.0,0.0,0.0,0.0,0.0,0.18092196612052208,0.0,0.0,0.8190780338794779,0.0,0.0,0.0,0.0
самый,1007.4,980.3,906.3,912.4,1120.7,1066.1,1227.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
потом,1006.1,1538.3,1393.5,1499.9,796.1,1245.5,802.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
хотеть,991.3,1344.0,1372.7,1412.5,716.0,930.7,802.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
надо,980.7257256461234,1324.1959720300094,1477.5536890645587,1191.6753072352894,846.7254654102504,1054.2989476599278,856.781175663312,0.0,0.9872763419483102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012723658051689861,0.0,0.0,0.0
слово,967.9,989.9,1054.5,970.5,1217.1,1086.2,981.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
идти,957.1,1629.5,1347.5,1090.8,978.4,1171.3,871.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
большой,944.4,925.5,856.5,765.2,1366.8,1252.0,1099.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
должен,944.2,669.1,647.9,670.5,840.5,985.7,1115.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
место,926.6,860.9,891.7,893.8,741.2,1046.2,974.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
иметь,906.7,503.0,607.8,603.0,713.0,938.8,1006.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ничто,902.8,1428.5,1376.5,1368.6,810.9,768.5,662.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
сейчас,897.3,1358.0,1075.7,1092.8,692.6,815.0,838.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ли,895.7950578724967,906.8994130340958,1102.4526125432856,1124.908971537002,909.7972730534626,988.0577774135386,857.0225971080239,0.0,0.0,0.0,0.0,0.0,0.09819952232224875,0.0,0.0,0.9018004776777512,0.0,0.0,0.0,0.0
тут,879.2,1374.5,1566.2,1361.7,772.4,1134.7,611.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
лицо,878.0,1352.9,1019.2,1062.3,756.0,647.9,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
каждый,875.9,850.6,800.9,719.2,1165.2,1172.8,934.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
друг,874.2,927.0,1051.7,1053.4,899.8,996.4,842.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
теперь,871.8,1397.0,1332.4,1210.9,865.7,871.3,726.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
глаз,857.6,1852.3,1483.0,1544.7,766.4,664.4,465.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
тоже,841.5,1176.9,1235.2,1124.3,727.9,866.9,671.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
тогда,835.6,912.8,979.9,942.8,969.5,1319.5,848.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
видеть,818.2,1321.2,1205.7,1133.9,1019.9,968.9,606.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
вопрос,805.8,402.9,414.4,466.1,609.3,1051.8,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
через,805.4,873.8,832.0,925.2,767.9,939.9,792.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
здесь,796.8,1032.1,935.7,935.5,804.3,765.6,748.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
да,794.3073654390935,1246.4708309733794,1271.0000079327303,1212.5476563789405,439.6832583881011,572.717260447829,480.68223435531286,0.0,0.0,0.0,0.0,0.0,0.5042492917847026,0.0,0.0,0.49575070821529743,0.0,0.0,0.0,0.0
дом,792.6,831.6,931.1,948.5,1220.0,963.3,865.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
потому,769.3,747.1,926.7,924.0,535.2,937.7,720.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сторона,768.3,813.4,743.5,795.1,492.2,663.3,700.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
какой-то,762.6,853.6,1012.0,1070.8,802.0,986.8,639.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
нет,759.3170038272281,976.5575336851272,1034.838139647258,953.4417273783127,583.3784782172255,704.8290312450935,706.6495809476393,0.0,0.5973209404045926,0.0,0.0,0.0,0.0,0.0,0.0,0.40267905959540734,0.0,0.0,0.0,0.0
думать,755.5,1283.6,1159.1,1075.5,595.9,790.2,536.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сделать,743.5,758.6,694.0,767.5,859.8,884.1,821.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ни,736.1771349076122,879.0828255184576,921.0882619276698,952.0688253932958,873.4130195262289,818.6608045977011,716.6588595595741,0.0,0.0,0.0,0.0,0.0,0.3877434543768281,0.0,0.0,0.6122565456231719,0.0,0.0,0.0,0.0
страна,725.7,183.8,148.7,232.5,762.0,785.0,1237.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
жить,725.5,728.8,905.2,843.9,1027.3,952.7,736.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
чем,721.1,603.1,562.6,646.2,794.6,896.2,815.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мир,714.7,378.4,406.1,492.0,925.0,661.1,902.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
об,714.5,547.7,519.1,507.8,868.7,876.4,796.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
последний,712.6,539.7,622.7,651.0,810.9,671.7,868.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
случай,709.7,399.3,445.2,483.6,560.4,642.4,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
голова,709.4,1529.4,1258.1,1298.8,501.1,485.0,369.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
делать,701.1,737.9,742.0,764.1,644.9,827.6,712.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
смотреть,667.2,1223.5,904.7,869.1,467.0,563.5,415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
что-то,659.1238355759278,850.2803837953093,1032.7683945552862,1035.4630147336609,523.3760849145219,713.138001387925,466.37786902505786,0.0,0.0,0.012864113559071416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871358864409285,0.0
ребенок,658.3,375.4,501.5,551.5,764.9,582.9,638.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
сила,645.8,621.9,528.0,531.2,729.4,714.2,707.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
российский,644.6,4.4,20.1,62.4,28.2,74.8,1001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
конец,634.7,607.8,637.2,661.8,622.6,746.2,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
конечно,627.7951354587636,693.8501009285426,718.6751091125512,731.7279299156392,599.2490721316765,759.8995596995596,663.7837209302326,0.0,0.9688669360874121,0.0,0.0,0.0,0.0,0.0,0.0,0.03113306391258794,0.0,0.0,0.0,0.0
перед,626.7,863.9,754.2,735.6,665.6,701.0,564.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
вид,620.1,400.6,458.2,532.9,477.3,494.9,555.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
система,617.8,85.8,65.1,72.5,137.9,208.4,726.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
всегда,611.9,632.2,658.7,655.8,845.0,908.3,648.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
работать,611.2,530.7,471.2,415.1,732.3,931.1,849.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
между,607.5,441.0,409.9,462.2,613.7,580.0,634.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
более,599.5381522475717,288.6841631673665,324.55698464636293,391.86197561479645,567.896982543641,597.3021384091176,748.3667401441288,0.0,0.7976056019878021,0.0,0.0,0.0,0.0,0.0,0.20239439801219783,0.0,0.0,0.0,0.0,0.0
три,596.7,562.4,623.8,600.4,612.2,639.4,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
просто,592.362346096604,475.3873584328131,512.175852066715,734.4573562193492,291.84690181124876,525.5616985970736,586.4064642905543,0.0,0.11175754295765118,0.0,0.0,0.0,0.0,0.0,0.0,0.8882424570423487,0.0,0.0,0.0,0.0
